Node1,Node2,MinimumDistance,MaximumDistance,AverageDistance,StdDev,Label
799,817,37.671417,104.859825,64.83194,13.2889185,1
799,1007,24.391169,89.838974,58.107277,12.045708,1
799,1008,16.982502,51.10432,32.9938,6.860962,1
800,1008,24.111292,76.7811,47.595215,8.848893,1
800,817,60.42231,145.50429,99.515015,13.28304,1
803,1841,60.42231,145.50429,99.515015,13.28304,1
816,817,29.291924,123.99533,72.98851,12.848203,1
816,1007,1.0647494,94.74234,41.063198,14.284072,1
816,1008,10.712287,77.35007,48.96328,10.167084,1
816,2161,1.3449299,94.33982,44.127506,14.148136,1
816,2176,23.882444,110.839745,70.57346,12.9884,1
817,1007,44.630947,149.69176,91.97466,14.773456,1
817,2230,34.39868,124.33902,79.59574,17.23,1
817,1008,14.074991,96.7246,55.782673,13.642511,1
818,819,4.3747973,84.90588,42.52912,12.25798,1
818,2774,1.7592489,90.18367,45.134624,14.34769,1
820,893,42.675564,103.09557,73.646675,14.423018,1
827,828,11.411383,95.98664,53.112816,13.811614,1
827,1264,15.919839,70.92081,43.217735,10.2580595,1
827,1828,276.55045,425.4902,362.60098,29.051949,1
828,1828,283.4876,437.92978,373.51358,28.122501,1
828,1264,4.5063186,89.250374,44.96066,22.156534,1
834,838,45.924263,187.66646,114.26362,27.355669,1
834,839,63.428467,195.42558,119.71085,24.667807,1
834,836,8.647184,74.11775,43.770718,10.297527,1
834,941,25.928112,105.2228,65.97092,16.68258,1
836,838,25.447926,168.47563,97.127365,30.551199,1
836,839,44.87556,171.19955,103.001045,26.766235,1
836,837,18.698599,163.24123,89.395836,26.359568,1
836,963,324.27222,598.0056,463.17502,78.52918,1
837,963,357.42975,684.8759,518.03046,77.92981,1
837,839,4.4149895,153.712,74.93706,25.023325,1
837,838,4.3601246,156.99733,65.08849,28.151245,1
842,1084,98.72558,251.0798,162.1236,26.330809,1
842,1434,0.5915213,119.07184,51.695614,24.230925,1
842,1515,0.6916517,151.1679,52.54398,27.637909,1
842,1058,41.425312,195.71292,120.86652,30.826643,1
842,978,0.99692625,109.76056,45.286247,20.745398,1
842,1142,0.79333484,115.22864,54.011303,23.195072,1
842,2128,44.73885,170.4621,108.34689,21.208773,1
848,849,44.73885,170.4621,108.34689,21.208773,1
848,859,4.795749,77.79537,42.6125,11.574326,1
848,860,66.92478,113.542336,85.37669,9.079448,1
848,929,66.92478,113.542336,85.37669,9.079448,1
848,1335,1.0120916,68.15394,29.643667,11.589571,1
848,1338,15.345799,77.33554,45.68006,10.166603,1
848,1657,10.0936165,129.15108,72.07941,21.91813,1
848,2524,2.8537948,75.03557,35.73805,10.661729,1
848,2604,2.8537948,75.03557,35.73805,10.661729,1
848,1244,25.71033,90.23741,59.109158,10.898183,1
850,1100,55.50811,148.30557,104.3229,14.195584,1
851,1904,12.356121,133.66,73.17009,22.309183,1
851,976,13.813086,102.05303,58.731167,19.32307,1
851,1748,11.365445,94.220276,53.16079,20.105425,1
852,853,24.408073,87.403854,48.248314,10.064615,1
852,888,20.59594,55.149975,40.756123,7.1470976,1
852,1056,78.57071,129.1648,103.054794,10.755561,1
852,1199,13.372488,77.41155,45.946037,11.5327635,1
852,1309,19.163095,84.801765,51.067917,10.441539,1
852,1188,25.204664,80.518364,50.487164,9.813132,1
856,1179,1.4222835,58.499966,26.280006,9.924489,1
856,2330,0.6435162,75.64922,35.53759,14.046058,1
856,1142,0.6857005,105.254364,35.2589,18.193823,1
859,860,85.15003,130.98607,107.62484,9.543209,1
859,1414,59.48579,151.15712,102.125374,17.22932,1
859,1849,39.669827,118.0217,83.18693,12.212544,1
860,1092,57.267933,92.34622,72.27366,6.533572,1
861,862,23.886929,100.94019,60.935112,12.66265,1
861,938,1.5067791,74.218414,36.840694,13.90302,1
861,1775,14.117341,126.64166,73.36367,18.585732,1
861,975,24.24345,167.38692,94.61695,23.978401,1
861,1308,15.445992,100.64594,59.975433,12.93323,1
863,1153,0.6774555,105.32635,47.284286,18.362652,1
863,2131,0.6774555,105.32635,47.284286,18.362652,1
863,1338,0.50361574,69.93823,37.010223,13.194668,1
863,1017,0.7861065,103.62431,52.771313,20.510973,1
863,2379,92.91583,212.24886,155.0635,18.649193,1
863,1774,60.378693,178.21916,117.54631,17.95356,1
863,2080,17.941,113.77028,63.755405,16.260418,1
863,1277,3.2747931,103.7978,52.563408,19.069698,1
868,1100,3.4837568,76.130104,37.461132,13.966126,1
871,872,157.04625,278.0969,218.55103,20.440304,1
871,873,118.68828,247.68367,187.27843,21.965124,1
871,1775,22.756031,142.62703,82.18813,21.950943,1
871,950,69.314384,189.99643,129.53262,21.811327,1
871,976,1.6661006,111.70256,52.830242,19.48099,1
871,951,28.41639,138.81406,79.74149,17.461401,1
879,880,1.6628357,117.6215,69.26139,21.579771,1
880,949,45.13923,200.91805,121.76089,27.447886,1
880,948,66.33033,186.64078,123.159004,22.595476,1
880,1076,45.4314,196.813,125.58126,25.128994,1
880,934,81.73187,185.93776,141.18167,18.631626,1
880,1016,0.8109296,114.42975,62.202175,17.721397,1
880,975,0.6907125,150.0904,65.85075,23.92547,1
880,997,50.562233,157.25398,111.106064,17.826859,1
880,998,35.37685,173.3378,111.325554,28.767673,1
880,996,0.9192188,157.03972,64.48848,28.254515,1
883,1404,4.2106724,103.52717,42.97032,15.917641,1
883,1151,2.8844385,148.63942,71.53956,24.01503,1
884,1406,29.518852,251.84865,135.8958,42.49475,1
884,1088,3.1677635,152.0708,73.43088,21.924408,1
884,1669,69.066666,197.2662,130.94098,22.896994,1
884,1607,13.732381,116.8183,62.33617,17.304848,1
884,1647,30.56971,156.20091,88.07319,20.977276,1
884,1643,40.919712,186.97624,117.844986,21.634258,1
885,2091,83.671074,150.45511,113.12342,14.508512,1
885,2092,62.6928,157.10144,101.79364,18.10529,1
885,2093,4.633432,88.26172,40.397583,15.382444,1
885,2094,10.430759,108.207466,53.441383,18.85536,1
885,2095,0.38239396,160.50706,78.626144,31.721313,1
885,2096,1.0751177,150.07573,71.28629,29.67272,1
887,895,1.0751177,150.07573,71.28629,29.67272,1
888,889,83.671074,150.45511,113.12342,14.508512,1
888,1006,62.6928,157.10144,101.79364,18.10529,1
889,1006,4.633432,88.26172,40.397583,15.382444,1
893,989,10.430759,108.207466,53.441383,18.85536,1
895,1775,0.38239396,160.50706,78.626144,31.721313,1
895,1776,1.0751177,150.07573,71.28629,29.67272,1
903,1183,1.0751177,150.07573,71.28629,29.67272,1
908,1103,4.099172,77.84952,35.358356,12.23841,1
916,1201,45.489258,98.50827,74.19085,10.146244,1
917,918,0.8857658,69.27143,24.277254,11.961179,1
918,2331,0.37399024,62.73566,22.046461,10.577905,1
918,2385,0.83857316,60.097015,23.658054,9.768632,1
923,1181,0.883224,70.76348,33.095615,12.212685,1
923,1145,24.987202,107.01748,70.86381,13.998656,1
934,938,62.632793,147.28593,109.84822,14.118343,1
934,1617,111.866714,258.21063,192.68622,24.616884,1
934,975,111.866714,258.21063,192.68622,24.616884,1
934,1016,46.104458,190.91003,123.073364,26.171307,1
938,975,35.555775,175.26051,105.02525,25.344727,1
940,941,22.862598,62.141277,40.294277,6.8456674,1
941,2859,40.34691,85.31919,62.590225,7.9740257,1
941,2861,29.73822,187.07608,88.60975,33.96313,1
942,943,47.31814,162.6366,106.632515,16.898039,1
942,2559,27.267506,117.08365,72.858696,14.477427,1
942,2562,14.067986,135.0046,78.516304,27.61501,1
942,2536,14.067986,135.0046,78.516304,27.61501,1
942,2563,14.067986,135.0046,78.516304,27.61501,1
942,2564,8.792325,126.42444,65.4979,26.257256,1
942,1149,204.41922,371.6837,286.12543,31.849655,1
943,972,54.219166,143.51323,98.174065,14.159913,1
943,1206,40.45781,153.90434,97.673645,18.754358,1
944,980,120.660324,160.2393,140.82523,7.772776,1
946,947,12.713937,73.0018,41.444653,10.548425,1
946,1382,341.6978,422.83987,384.52136,13.567041,1
946,1383,339.15964,417.1279,380.73337,14.68575,1
946,1386,342.47095,441.72717,395.4373,20.058748,1
946,1384,13.10484,85.74489,49.08795,11.822512,1
946,1150,302.77274,380.46616,339.9437,13.576435,1
946,1149,263.30774,370.81012,313.4888,19.016994,1
947,1223,4.9275866,89.371376,40.631786,15.62697,1
948,949,4.9275866,89.371376,40.631786,15.62697,1
948,996,19.711538,176.02243,105.409615,26.283232,1
948,997,76.171555,191.61609,136.84438,25.085503,1
948,1076,87.09938,246.3652,165.09491,39.076164,1
948,1541,79.809814,188.22765,136.76535,25.742918,1
949,1541,60.20662,206.31166,136.59796,27.803856,1
950,951,65.4733,129.72908,100.60077,10.575828,1
950,2198,53.215153,119.02,86.51045,13.677609,1
951,1029,53.215153,119.02,86.51045,13.677609,1
951,1030,0.42579338,58.92358,26.340206,9.240832,1
951,2198,38.821526,120.34742,78.03141,22.773548,1
952,953,46.7414,139.3078,88.74836,16.011473,1
952,1137,17.89123,93.40621,55.919044,12.552517,1
952,1184,0.63277555,53.27848,20.547073,7.905434,1
952,1889,298.51758,379.46985,343.00677,12.489853,1
952,1193,15.860061,135.64719,73.305115,23.092775,1
952,2803,15.860061,135.64719,73.305115,23.092775,1
953,1154,17.396832,115.561874,66.510574,15.128204,1
954,955,67.134155,197.86871,120.70339,23.675898,1
954,1187,102.90745,188.27281,145.67676,21.824865,1
955,1187,5.862615,75.2637,38.565834,18.594519,1
964,965,12.257919,91.60126,49.902817,18.593563,1
964,1279,13.928295,51.905987,34.894077,9.281815,1
965,1194,12.257919,91.60126,49.902817,18.593563,1
965,1279,13.928295,51.905987,34.894077,9.281815,1
965,1708,1.7566003,65.49866,35.311886,11.334379,1
965,1775,2.1471152,85.2658,36.70396,14.77664,1
965,1776,1.5487236,73.336815,33.53646,14.555333,1
966,1126,1.0616434,138.31093,61.906593,24.409039,1
966,1558,29.757442,245.06361,147.3122,45.845005,1
966,2407,33.46584,142.70221,85.17326,21.848305,1
974,1839,7.7765446,115.53645,61.600876,17.747755,1
975,1016,15.190719,189.2322,99.42072,25.986538,1
976,977,0.50963783,54.732075,24.08078,8.879428,1
976,1795,1.4126782,93.2918,44.593887,17.718756,1
976,1904,15.435947,109.91586,62.363605,18.487856,1
978,979,0.98994374,61.339787,24.833122,11.239785,1
978,2514,33.905964,169.33228,101.52778,24.664356,1
978,2684,7.0613346,106.097176,59.75969,17.169924,1
979,1273,7.0613346,106.097176,59.75969,17.169924,1
981,1121,0.8196165,53.769463,22.768112,8.915243,1
981,1840,0.49656942,73.96453,36.48089,13.515894,1
981,2480,0.2067387,118.6143,42.139133,17.75921,1
981,991,23.454168,170.45653,105.78038,30.333685,1
982,983,64.92151,161.30772,111.83452,14.884549,1
986,1775,38.78037,136.51859,89.89128,17.59148,1
986,1279,83.308815,156.2992,122.68921,14.997658,1
987,1080,17.089684,105.966965,60.254223,13.454969,1
987,1245,15.47002,163.46257,79.01184,24.581255,1
988,989,103.3856,248.3651,178.51503,29.180925,1
988,1001,39.957935,253.74648,146.6879,37.90224,1
988,1007,78.02746,222.23378,152.66212,27.77647,1
988,2622,78.02746,222.23378,152.66212,27.77647,1
989,990,32.50031,108.24762,74.2258,15.174459,1
990,1001,24.422941,157.12352,90.425934,27.023531,1
990,1554,9.078373,108.715225,48.102707,23.781467,1
990,2108,48.508617,88.50368,69.91637,7.4975104,1
990,2343,48.508617,88.50368,69.91637,7.4975104,1
991,1882,73.5991,169.75189,130.01321,25.2995,1
993,1200,73.5991,169.75189,130.01321,25.2995,1
995,1558,30.330109,187.43964,114.13824,36.56029,1
995,1245,20.322802,143.17522,75.707184,22.64233,1
995,1847,23.69348,111.963585,68.84659,14.080915,1
996,997,0.7440061,154.86223,85.62486,28.701836,1
996,998,0.25915885,170.57578,85.26852,33.716396,1
996,1076,12.741558,239.85341,121.86804,39.34048,1
996,2197,2.8900158,150.68764,70.85801,26.565527,1
996,2287,0.59393275,190.7927,85.63644,36.67673,1
997,998,4.392374,67.87143,36.20275,11.217095,1
997,1076,21.756216,178.11621,98.75257,37.500767,1
997,1488,21.756216,178.11621,98.75257,37.500767,1
998,1076,13.626457,193.03137,104.34566,40.740894,1
1000,1200,13.626457,193.03137,104.34566,40.740894,1
1001,1007,19.287502,204.39027,105.49236,29.471323,1
1001,1554,2.1684732,209.65848,97.906685,35.31244,1
1004,2723,2.1684732,209.65848,97.906685,35.31244,1
1007,1008,10.285021,97.59731,50.835297,13.13764,1
1007,1554,1.2562262,103.18494,44.807434,18.3608,1
1011,1013,56.58114,197.82916,115.992294,21.34488,1
1015,1016,5.0933366,86.27915,42.95033,13.322894,1
1017,2121,33.470917,128.40448,81.633415,15.724184,1
1017,1374,12.125665,148.70967,78.886055,20.20828,1
1017,2120,6.467068,107.12716,57.821247,17.74625,1
1017,1503,4.465498,115.16962,47.01812,16.91873,1
1021,1022,3.9097145,147.01796,64.4696,25.258482,1
1024,1655,5.05188,119.83186,52.47299,22.705484,1
1024,2230,318.51407,376.10922,346.73666,11.230273,1
1026,1953,14.77851,170.57982,86.132774,23.433685,1
1027,2443,0.42915136,113.07146,49.58129,19.486832,1
1051,1052,0.9816984,55.255825,21.393166,9.036929,1
1051,1126,1.0701599,87.10417,45.516186,16.592373,1
1052,1869,1.0045607,92.08945,36.682415,14.834429,1
1052,1292,98.747574,162.09659,128.27644,9.616817,1
1056,1250,189.08325,273.17697,227.1937,14.696026,1
1056,1292,5.0503616,65.74612,33.270638,11.232284,1
1056,1291,5.195119,83.54518,43.72932,11.835984,1
1056,2385,113.923065,184.0756,148.39168,12.865031,1
1058,1142,38.82505,137.23195,88.61851,15.678809,1
1058,1108,56.608566,135.4457,96.752914,14.353875,1
1058,1093,113.923065,184.0756,148.39168,12.865031,1
1058,1991,38.82505,137.23195,88.61851,15.678809,1
1058,2104,56.608566,135.4457,96.752914,14.353875,1
1069,1070,17.119005,163.75693,65.917786,28.58113,1
1070,1071,0.7122058,164.60634,53.676582,21.641973,1
1072,1073,99.62566,322.21616,212.611,43.36077,1
1072,1075,99.62566,322.21616,212.611,43.36077,1
1072,1142,0.71267664,174.535,80.2047,34.14659,1
1072,1297,1.0442911,157.05423,74.461395,24.762564,1
1072,1427,4.4836407,191.56815,79.0012,32.21616,1
1072,2084,233.25882,471.2776,354.02225,49.56839,1
1072,2306,50.259487,243.73207,153.22182,34.531162,1
1072,2345,50.259487,243.73207,153.22182,34.531162,1
1072,2344,0.6018654,190.86945,97.0854,33.459007,1
1073,2293,38.868336,240.5642,149.72981,33.45015,1
1073,2294,207.1464,300.89075,254.75278,17.18657,1
1073,2295,207.1464,300.89075,254.75278,17.18657,1
1073,2022,214.36647,312.1355,264.6499,16.16818,1
1073,2301,208.2268,297.03003,255.13348,16.184153,1
1073,1250,279.54858,401.9388,343.56955,20.668583,1
1073,2303,1.0951344,212.92896,116.05387,48.556156,1
1073,2304,18.471014,200.97931,104.3968,32.77598,1
1073,2305,70.40086,224.929,150.83487,24.435574,1
1087,1088,4.0560794,84.10633,45.527046,13.686979,1
1087,1275,370.76846,481.86966,429.67474,20.79153,1
1088,1294,0.38840282,63.093914,25.856674,9.994306,1
1088,1109,11.822674,84.852066,53.263626,11.586106,1
1088,1623,1.4490397,73.758545,36.64634,11.608073,1
1088,1293,1.4490397,73.758545,36.64634,11.608073,1
1088,1666,1.4490397,73.758545,36.64634,11.608073,1
1088,1667,0.80473644,140.05771,70.582855,21.96251,1
1088,1668,422.9824,543.52496,482.03732,18.976622,1
1088,1295,397.25015,512.1421,462.06332,19.45874,1
1088,1274,339.9632,505.0247,439.63373,20.799068,1
1088,1669,128.79652,225.33234,173.64116,18.513601,1
1088,1703,357.1381,522.4357,450.51724,29.493717,1
1089,1090,0.20635651,192.6169,86.128,29.592371,1
1089,1263,52.476154,235.86717,148.45497,26.083773,1
1090,1256,0.84885955,147.1956,63.304012,27.27387,1
1090,1263,14.825306,218.20995,119.18215,34.87295,1
1090,2078,88.681625,270.73196,176.40567,27.753166,1
1090,2079,128.4623,346.02783,228.37575,34.7489,1
1090,2611,27.199644,158.17186,87.79327,28.574745,1
1092,2485,4.8047123,83.30555,42.011475,12.742048,1
1092,2585,0.8619661,39.00569,12.855406,6.0290565,1
1093,1094,4.8047123,83.30555,42.011475,12.742048,1
1093,1107,0.8619661,39.00569,12.855406,6.0290565,1
1094,1108,3.7139943,80.78378,39.21172,13.72428,1
1094,1107,1.2204832,70.468864,33.726284,10.919467,1
1094,1218,463.8256,619.0685,545.6327,38.13,1
1096,2309,59.634914,146.42982,101.67254,14.030272,1
1100,1794,3.161269,66.8653,35.034546,12.830581,1
1100,1795,1.4074169,130.90701,64.457756,23.250532,1
1101,1102,4.198842,204.98013,87.94248,43.093395,1
1101,1185,57.37481,230.62735,141.10298,36.83343,1
1102,1185,66.13241,271.40353,180.07344,42.4809,1
1105,1106,41.054592,114.89975,78.04129,11.667183,1
1105,1126,5.268789,93.581665,59.944683,14.542266,1
1105,2407,48.927578,88.51916,68.1023,7.509668,1
1105,2310,17.6157,100.9999,67.71023,13.443771,1
1106,1126,5.258738,104.09439,51.116074,18.48641,1
1106,1279,1.1250664,49.76756,17.705223,9.329006,1
1106,2038,16.435833,73.50204,44.38555,10.722256,1
1106,2310,43.999542,117.03295,77.19016,13.17162,1
1106,1374,46.124847,177.20503,110.864296,19.87117,1
1106,2803,46.124847,177.20503,110.864296,19.87117,1
1106,3036,46.124847,177.20503,110.864296,19.87117,1
1106,1747,31.745419,120.27269,72.70951,14.403778,1
1106,3043,0.89275634,84.32429,38.151604,14.863146,1
1106,1219,1.3786681,100.58911,41.313396,17.839144,1
1106,3044,7.8526244,96.79817,51.033855,20.617794,1
1107,1108,28.052937,79.85304,50.090607,8.339572,1
1107,1971,28.052937,79.85304,50.090607,8.339572,1
1110,1282,129.42065,396.99506,265.58682,51.756596,1
1115,1116,1.00637,75.987045,35.697086,14.13896,1
1115,1374,41.806564,167.5185,103.55114,19.510748,1
1115,2121,36.37371,131.20836,84.07576,17.452105,1
1115,1509,337.83353,469.37036,401.15936,20.569307,1
1115,1242,13.827194,89.7135,47.055027,12.512909,1
1115,2315,15.828029,90.19834,57.678883,13.835529,1
1119,1757,15.828029,90.19834,57.678883,13.835529,1
1119,1758,15.828029,90.19834,57.678883,13.835529,1
1124,1125,1.9327823,125.683205,62.598404,22.617897,1
1126,1687,2.4428093,86.42157,48.0619,17.0979,1
1126,1691,3.15149,89.754265,43.45616,17.106934,1
1126,1692,3.15149,89.754265,43.45616,17.106934,1
1126,1316,0.23313093,101.95024,48.06536,18.390205,1
1137,1889,258.1146,349.09088,308.7413,13.66346,1
1139,1140,2.7552521,92.06585,43.09572,22.469862,1
1139,1248,0.9054841,30.608208,16.80769,6.0126853,1
1142,2407,0.926385,82.609474,30.690208,16.746288,1
1142,1888,19.354504,173.11392,87.822815,26.966434,1
1143,1144,0.6777736,34.634235,16.296644,6.045499,1
1145,1181,13.774531,90.3883,57.50269,12.379111,1
1146,1147,3.821917,78.34139,42.450325,16.523178,1
1146,2548,7.507884,85.51231,46.4718,24.76986,1
1147,2548,1.105744,48.153698,24.151798,8.6192665,1
1149,1150,3.2324064,111.882256,56.893105,17.916723,1
1149,1384,226.19345,346.6523,279.94705,21.134787,1
1149,1385,19.262554,130.75305,71.59813,20.278227,1
1149,1418,4.3321834,124.207825,57.07967,18.375557,1
1149,1761,14.09751,142.55258,81.28401,18.926588,1
1149,1386,7.0018435,158.43578,89.58975,25.445362,1
1149,1383,13.29861,133.87735,73.464005,21.550669,1
1149,1382,23.925598,155.34082,90.50285,24.25708,1
1149,1821,264.94254,355.399,303.7171,18.328186,1
1150,1384,270.2731,356.5074,306.11807,14.7168255,1
1150,1761,16.193747,149.24663,89.34865,21.763874,1
1150,1382,18.37588,122.19602,77.75462,18.571522,1
1150,1418,11.106397,148.50932,80.650024,24.662426,1
1150,1383,10.849772,100.88674,57.35167,14.760317,1
1150,1386,4.7077174,121.71965,69.445526,20.060402,1
1150,1821,307.19104,364.90942,331.2226,12.171298,1
1150,1385,25.09907,133.73244,82.961494,19.616863,1
1151,2080,8.319679,98.657425,57.27612,12.85722,1
1153,1318,121.33584,257.21835,190.99258,25.22879,1
1153,2061,0.8831452,93.72106,38.017952,15.616035,1
1154,1155,36.26243,106.3311,76.77332,10.63046,1
1154,1156,26.871847,109.92869,68.237335,13.537875,1
1154,1157,5.219522,206.26341,110.842316,51.070385,1
1154,1178,4.1865363,73.97124,33.02787,12.913527,1
1154,1499,57.214657,116.444725,90.9545,9.948565,1
1154,1500,0.94221735,151.72148,62.2463,43.274532,1
1154,1501,13.88222,78.23417,44.10181,10.62875,1
1156,2286,17.08875,121.436516,68.08596,16.87864,1
1170,1466,364.79614,468.15244,415.6662,17.911339,1
1171,1172,12.748074,54.12162,34.807514,8.879851,1
1172,1179,8.199415,46.52843,26.525623,7.6016803,1
1176,2026,147.2764,214.66959,177.21745,13.00525,1
1188,1826,48.94035,186.62679,119.93621,43.22982,1
1188,1794,1.3530598,44.854965,16.276886,7.769834,1
1188,2688,1.3696547,59.36251,33.48048,11.136149,1
1188,2410,1.5188642,106.826164,56.96001,18.81425,1
1188,2875,1.5188642,106.826164,56.96001,18.81425,1
1188,2895,1.5188642,106.826164,56.96001,18.81425,1
1188,1797,1.9210064,97.19917,49.882965,18.91177,1
1188,2721,1.380277,75.92075,40.19509,12.986457,1
1191,1192,1.380277,75.92075,40.19509,12.986457,1
1193,1194,22.318882,154.69142,82.42958,24.041264,1
1193,1466,400.1809,571.92346,486.34433,27.937,1
1193,1537,24.089495,255.90967,138.05484,51.19341,1
1193,1508,4.114803,127.228455,59.33573,24.436646,1
1194,1316,1.2836924,106.84879,42.838688,23.0802,1
1194,1778,38.82815,169.02582,101.80501,19.995522,1
1194,1279,2.0916934,72.80478,31.076313,18.738394,1
1194,1775,1.8343468,127.10414,60.24239,27.007809,1
1194,1966,1.545028,142.60315,67.23005,28.451468,1
1194,1584,1.1738473,92.29151,34.008457,19.245659,1
1194,1669,155.56866,216.98096,180.89293,9.7835655,1
1205,1272,155.56866,216.98096,180.89293,9.7835655,1
1212,1216,1.0894451,56.32816,24.396616,8.65029,1
1212,2588,23.931345,267.56516,155.37997,46.102768,1
1212,2590,18.032927,70.75825,39.576202,11.769765,1
1212,2592,18.032927,70.75825,39.576202,11.769765,1
1215,1775,3.8945408,72.976685,41.311077,13.28684,1
1215,1279,1.4479715,46.075806,16.270845,10.426004,1
1215,1776,9.004143,77.03252,39.086525,13.87453,1
1216,2488,9.004143,77.03252,39.086525,13.87453,1
1218,1219,430.3399,601.7356,528.8762,40.08545,1
1219,1712,0.89465845,101.40998,36.858894,15.733088,1
1220,1441,180.07935,280.74417,227.3749,17.624102,1
1220,2585,1.670441,38.19196,15.081146,6.182467,1
1235,1256,46.895267,178.34103,108.557655,24.71351,1
1240,1241,18.642092,89.57417,49.25937,15.5514345,1
1240,1242,4.2653275,56.189037,25.084585,8.6376705,1
1240,1911,4.2653275,56.189037,25.084585,8.6376705,1
1240,2242,21.001213,85.69342,54.030186,9.628041,1
1241,1242,4.8051324,86.96781,41.198498,16.457361,1
1241,1279,7.9979835,38.224304,20.041323,7.199031,1
1241,1584,0.51122,54.689987,22.071907,10.017293,1
1241,1911,0.51122,54.689987,22.071907,10.017293,1
1241,1783,1.0865605,51.164707,23.813889,9.648053,1
1242,1582,16.80322,97.85709,48.77654,13.6831875,1
1242,1585,20.86338,82.13731,46.73124,11.264897,1
1242,1908,19.732426,121.66565,71.00413,17.390057,1
1242,1909,2.0848162,94.58093,48.98637,17.103306,1
1242,1911,2.0848162,94.58093,48.98637,17.103306,1
1242,2407,19.102114,65.339226,37.933094,10.088199,1
1244,1571,19.102114,65.339226,37.933094,10.088199,1
1244,1592,12.4084635,111.16728,53.532276,20.539137,1
1244,1593,26.809484,192.28265,87.6018,32.53156,1
1244,2628,26.809484,192.28265,87.6018,32.53156,1
1245,1539,23.797964,147.64934,87.14729,22.876684,1
1245,1747,8.496554,138.23718,63.766224,21.696672,1
1245,1803,8.496554,138.23718,63.766224,21.696672,1
1245,1839,0.5633024,129.68294,52.27062,21.780941,1
1250,1268,91.21208,160.95857,124.557556,15.324415,1
1251,1252,4.51177,97.38416,35.854424,15.963327,1
1251,1253,4.0211983,98.70113,47.02493,16.655512,1
1251,1421,120.02423,266.34177,192.11304,24.833988,1
1251,1440,267.76627,434.345,348.8423,30.934761,1
1251,1445,16.275505,143.00531,83.16566,19.846281,1
1251,1446,34.202038,142.0053,92.27961,17.281494,1
1253,1420,16.145834,121.9579,71.946846,16.083088,1
1254,1255,3.6126497,163.27763,75.856766,31.390915,1
1255,2688,13.908259,165.19174,96.39717,27.017319,1
1261,1262,44.95742,95.405205,72.44103,10.5851555,1
1261,1564,44.95742,95.405205,72.44103,10.5851555,1
1261,1277,34.396507,112.729645,71.15555,14.437872,1
1261,1565,2.1624744,54.86191,31.82549,9.711332,1
1261,1570,2.0491242,92.83331,49.149685,15.874655,1
1262,1278,22.491982,70.905624,48.32901,8.411057,1
1262,1564,22.491982,70.905624,48.32901,8.411057,1
1262,1607,9.227754,47.71224,29.585098,7.2742114,1
1262,1565,46.437363,63.84249,55.289497,3.806852,1
1262,1570,5.3209796,62.19382,35.924957,10.8477545,1
1262,1566,7.7897577,67.43167,30.410543,10.067984,1
1263,1268,25.661655,159.2703,88.55918,29.87201,1
1263,2611,8.310095,111.013824,51.59465,21.40781,1
1264,1301,323.68973,423.1063,372.93613,23.879215,1
1264,1302,41.96024,180.93805,115.71725,30.56277,1
1264,1828,288.53806,414.75742,360.81927,28.14598,1
1264,1944,288.53806,414.75742,360.81927,28.14598,1
1268,1270,16.495352,66.66022,43.34369,9.045369,1
1268,1357,22.065088,71.51218,42.70405,9.142609,1
1268,1415,24.540108,61.007896,43.29037,7.5454845,1
1274,1275,34.362488,268.6867,155.04686,46.18088,1
1274,1466,67.51886,269.54785,158.34479,40.376053,1
1275,1293,67.51886,269.54785,158.34479,40.376053,1
1275,1295,166.16466,369.68314,280.05234,39.060894,1
1275,1296,157.02754,237.48366,195.54396,15.255839,1
1275,1294,358.2987,454.2473,407.62537,18.388815,1
1277,1278,13.276695,96.7316,43.22483,15.017848,1
1277,1427,13.664916,189.28662,89.08831,30.0988,1
1277,2603,8.73683,75.961975,42.47014,11.069206,1
1278,1286,11.727256,84.43649,45.673973,14.285414,1
1278,1564,11.727256,84.43649,45.673973,14.285414,1
1278,1607,0.2954239,57.33752,27.719267,9.664914,1
1278,1565,10.645402,55.583645,31.68971,8.398301,1
1278,1570,0.8062335,63.325676,26.031034,10.595924,1
1278,1566,1.711845,68.371544,31.488111,10.9418955,1
1278,2390,0.68369913,58.02678,24.551073,9.237959,1
1278,2981,30.398584,75.459755,52.310337,7.7452397,1
1279,1280,30.398584,75.459755,52.310337,7.7452397,1
1279,1582,2.1694005,40.167877,17.18926,7.9239955,1
1279,1585,1.5915617,29.604382,12.898804,5.4851375,1
1279,1805,1.6060677,86.1976,41.40452,15.322309,1
1279,1778,37.610157,137.13475,88.88855,15.64415,1
1279,1316,2.121411,47.760868,24.616985,8.616312,1
1279,1827,17.184633,101.39184,47.841328,17.345613,1
1280,1584,17.184633,101.39184,47.841328,17.345613,1
1282,1283,2.1425042,210.01807,106.02326,37.765236,1
1282,1284,2.1425042,210.01807,106.02326,37.765236,1
1282,1944,2.1425042,210.01807,106.02326,37.765236,1
1291,1292,4.7048388,52.75079,26.358377,8.00125,1
1291,1869,63.88624,134.86234,101.23241,11.410484,1
1292,1869,75.89354,154.27025,114.02693,12.124044,1
1298,1299,244.21786,507.2598,371.7767,57.25066,1
1298,2012,244.21786,507.2598,371.7767,57.25066,1
1298,2485,261.57578,495.9475,378.48734,64.74371,1
1301,1828,4.961009,146.29903,65.13721,20.503725,1
1302,1828,316.9578,560.6901,452.16678,38.492867,1
